audio,transcription
/Users/air/Downloads/Ненецкие аудио/data/005_287597.84375000006_296001.59375000006.wav,"ӈамгэ тамна сит тохоламбадам' яебтамбир ниня инзеленадарев' иисус ма""люӈгалава мяд' ерван' ма нён пин"" валакада пунрю"""
/Users/air/Downloads/Ненецкие аудио/data/005_296946.59375000006_304304.09375.wav,"нянанда петр' иаков' иоанн' иаков' папако' хавна хибяхартм' пумнанда тось ни табэда"""
/Users/air/Downloads/Ненецкие аудио/data/005_305046.59375_313754.09375000006.wav,"ма""люӈгалава мяд' ерв' мят' тю"" маяӈгана мэна ярта тюрыта ненэцие иисус манэ""ӈа тюванда сер' ма"
/Users/air/Downloads/Ненецкие аудио/data/005_314715.96875_322174.71875.wav,"ӈамгэ маяндорӈада"" ӈамгэ ярӈада"" не ӈацекы нивынё"" яӈгув"" хонынё"" сита писяда пя"""
/Users/air/Downloads/Ненецкие аудио/data/005_322883.46875_330826.84009442804.wav,"иисус ненэцие мал' пин' ӈэдара""махаданда не ӈацекы' небяха'нисяха' ня' няхар"" тохоламбадамда няць не ӈацекы' мэсь' лохон' тю"""
/Users/air/Downloads/Ненецкие аудио/data/005_331378.1805535236_338391.59375.wav,"иисус не ӈацекым' ӈудахаданда ня""махая нянда ма талифакум тикы вадита хамэдито' тарця"
/Users/air/Downloads/Ненецкие аудио/data/005_338999.09375000006_348617.84375.wav,"ебцотов"" нянд мадм' юркад"" не ӈацекы тикаринда ӈод"" юркы"" ядэрць пяда пыда юкад вата сидям' пота не ӈацекы ӈэвы"
/Users/air/Downloads/Ненецкие аудио/data/005_349461.59375_357291.59375.wav,"ненэця"" ӈули"" пысэйд"" иисус я""авла табеко ма хибяхартан' тикы серо нёйда"" вадес"" не ӈацекым' ӈавлара"""
/Users/air/Downloads/Ненецкие аудио/data/002_2832.21875_7979.09375.wav,"сян яля' пирка""на иисус ӈани' капернауман' то мякананда мэвамда ненэця"" намдадо'"
/Users/air/Downloads/Ненецкие аудио/data/002_8924.09375_15134.093750000002.wav,"ненэцие"" та' пирувна ӈока ӈэвандо' нид нё' си' хэвхартахана нусь ядо' яӈговы пыда няндо' вадида мэ""ӈа"
/Users/air/Downloads/Ненецкие аудио/data/002_15876.59375_21968.46875.wav,"мале сян ненэць' хэвда хабэй нямдо' нянда тэвра"" нямдо' минренаӈэ тет ненэць' таравы"""
/Users/air/Downloads/Ненецкие аудио/data/002_22795.34375_32582.843750000004.wav,"ненэцие"" ӈока ӈэва' нид иисусан' тэвва серта ӈоб' яӈговы ӈадьбята иисус' мэсь' я' ний харад' ӈэва' нийм' сабкадо' ниймда ха""аврадо'"
/Users/air/Downloads/Ненецкие аудио/data/002_33257.84375_42454.71875000001.wav,"хэвда хабэйм' пэӈасавэй' таси' ӈэдарадо' иисус нянда пунрёвамдо' манэ""манда сер' хэвда хабэйн' ма ебта' хэбяхыд ха""мыд"""
/Users/air/Downloads/Ненецкие аудио/data/002_43332.21875_52596.59375.wav," мале сян моисей' ватом' теневана тикахана ӈамдёвы"" ибето' ӈыл' тарем' ибедорӈа"" ӈамгэ пыда тарем' лахана пыда нувм' вэву""ӈа"
/Users/air/Downloads/Ненецкие аудио/data/002_53406.59375000001_60949.71875.wav,"нумли' хавна хибя ненэцие"" хэбяхы ха""авра пир""яда иисус инда ӈыл' ибето' ядэрабцу минханда хамэдэйда няндо' ма"
/Users/air/Downloads/Ненецкие аудио/data/002_61827.21875_70754.09375000001.wav,"пыдара"" ӈамгэ ибета"" ӈыл' тикы"" нямна ибедорӈада"" хэвда хабэйн' ханяӈэюм' вадам' хэта нензеллаха хэбяхыд ха""мыд"""
/Users/air/Downloads/Ненецкие аудио/data/002_71277.21875_80102.84375.wav,"нябиюм' вада тарця юркад"" пэӈар хана"" ядэр"" теневаванда"" нямна я' сяр' ниня ненэця' ню' хэбяхы ха""аврамба ныхыда таня"
/Users/air/Downloads/Ненецкие аудио/data/002_80828.46875_89603.46875.wav,"тадтикахад хэвда хабэйн' ма мань нянд мадм' юркад"" пэӈар хана"" мяканд хань"" хэвда хабэй тикаринда ӈод"" юркы"""
/Users/air/Downloads/Ненецкие аудио/data/002_90261.59375_98074.71875.wav,"ӈока нита сыртан' пэӈамда содахая тарпы"" ненэця"" мал' тэри пысэйд"" нувм' саву""ӈа"" ма"""
/Users/air/Downloads/Ненецкие аудио/data/002_98918.46875_107828.46875.wav,"тарцям' манэсо""мава"" сяхаӈгарт' яӈгусь иисус ӈани' то' ня' хая ненэця"" мал' нянда то"" пыда сиддо' тохоламби"
/Users/air/Downloads/Ненецкие аудио/data/002_108587.84375_117092.84375.wav,"иисус миманда сер' ӈэва' мирм' ма""ламбалавахана ӈамдёда алфеев' нюм' левийм' манэ""ӈа иисус нянда ма пумнани ту"""
/Users/air/Downloads/Ненецкие аудио/data/002_118223.46875_127335.96875.wav," левий юркы"" пумнанда пяда иисус левий' мякана ӈаворманда мальӈгана ӈэва' мирм' ма""ламбада"" хэбяхасавэй ненэця"" таняна мэвы"""
/Users/air/Downloads/Ненецкие аудио/data/002_128382.21875000001_136499.09375.wav,"пыдо' иисусм' иисус' тохоламбади няць ӈобкана ӈаворӈа"" пыдо' ӈока"" ӈэвы"" иисус' пумна минзетвы"""
/Users/air/Downloads/Ненецкие аудио/data/002_137629.71875_147855.96875000003.wav,"иисус' ӈэва' мирм' ма""ламбадаха""на хэбяхасавэй ненэцяӈга""на ӈавор""мам' манэць моисей' ватом' теневана"" фарисей"" иисус' тохоламбади хонра"""
/Users/air/Downloads/Ненецкие аудио/data/002_148800.96875_158099.09375.wav,"ӈамгэ пыда ӈэва' мирм' ма""ламбади хэбяхасавэй ненэцие няць ӈаворӈа тарця вади намда иисус вахалъй"" сензха""на лекар' тарабцода яӈгу"
/Users/air/Downloads/Ненецкие аудио/data/002_158723.46875000003_164950.34375.wav,"хаӈгуртаха""на тара ирт"" ӈэда ненэцие хаманзь вунзядм' ту"" хэбяхасавэй ненэцие"" е""эмня тодамзь"
/Users/air/Downloads/Ненецкие аудио/data/002_166654.71875_176104.71875000003.wav,"ӈобӈгуна иоанн' тохоламбада"" фарисей"" нива ӈавормам' мэ""мандо' ёльцьӈгана иисусан' ненэця"" то"" хонарку"" иоанн' тохоламбада"""
/Users/air/Downloads/Ненецкие аудио/data/002_176745.96875_184035.96875.wav,"фарисей"" нива ӈавормамдо' мэ""ӈа"" пыдар тохоламбадид ӈамгэ нива ӈавормам' ни"" мэс"" иисус няндо' тарем' ма"
/Users/air/Downloads/Ненецкие аудио/data/002_184947.21875_193215.96875.wav,"тюва' ёльцьӈгана нелеванда хасава' мядонда"" нива ӈавормам' мэцеты"" нелеванда хасава' нянандо' мэва' ӈэсонд' нива ӈавормамдо' мэць нидо' пирас"""
/Users/air/Downloads/Ненецкие аудио/data/002_194312.84375_203003.46875.wav,"нелеванда хасавам' нядандо' ханава' ёльця' тоб"" та' мальӈгана тикы яляхана нива ӈавормамдо' мэтадо' ӈахат панэн' хибяхарт едэй емнь""мям' ни лабцеӈгу"""
/Users/air/Downloads/Ненецкие аудио/data/002_203678.46875_210917.84375.wav,"тиканда едэй лабце""мя туркаванда сер' таӈохэй паны' пелям' нянда ныхыбаӈгуда сида ханяцей' ӈарамда"
/Users/air/Downloads/Ненецкие аудио/data/002_212166.59375_221768.46875.wav,"тандая' сертавы ябе идм' хибяхарт ӈахат хоба ӈэсянд' нида сюрпасету"" тикахана ябе и"" ӈэсямда ӈадтада ябе и"" вабтомда"
/Users/air/Downloads/Ненецкие аудио/data/002_222342.21875_228400.34375.wav,"ӈэсянда ӈод"" вомда ӈадьбята едэй ябе и"" едэй хоба ӈэся' мю' хамдпада"
